# psi iota logL logPrior
1.113755465853533133e+00 1.943793295704393742e+00 1.043673718484732547e+02 -1.909115947547302516e+00
2.645375483392859106e+00 1.259694260703190460e+00 1.043771746591600760e+02 -1.887070675262912278e+00
1.713333825336640581e+00 1.058363813522488428e+00 1.043835168983241033e+02 -1.975354027856721650e+00
3.093342103807131593e+00 1.141673939260547943e+00 1.043881531433889194e+02 -1.932922905498762223e+00
2.493962733831741385e+00 2.054286602917234639e+00 1.043884483843323778e+02 -1.959617914036220876e+00
2.257199325683297619e+00 2.160087886928387935e+00 1.043976919074137726e+02 -2.022599961457343998e+00
1.556786970143068327e+00 1.122946596590873591e+00 1.044309112093574470e+02 -1.941705075619375442e+00
1.407432665863051824e+00 1.209450618302606140e+00 1.044330392439793656e+02 -1.904634668717849477e+00
1.791792364043107710e+00 1.036200614240335938e+00 1.044346946705267101e+02 -1.988148153419927233e+00
1.316957312020690107e+00 1.960866131018684344e+00 1.044501010623798152e+02 -1.915965622597242790e+00
2.758383381459494466e+00 1.928054441031461508e+00 1.044546134812788409e+02 -1.903099341073898998e+00
1.356460281560178061e+00 1.240005778865860053e+00 1.044624946117510262e+02 -1.893616148272792454e+00
1.897897700748799599e+00 1.017852076213712653e+00 1.044657639061725547e+02 -1.999241477906553266e+00
1.097214010717678434e+00 1.953939972364153288e+00 1.044676300267970817e+02 -1.913146013202422058e+00
8.696569625347154719e-01 1.130157864064374795e+00 1.044735678733558757e+02 -1.938272669490467948e+00
4.932930421478813887e-01 1.014393941452887526e+00 1.044931611618157064e+02 -2.001383981205265616e+00
2.486820452017329597e+00 2.060523420505748327e+00 1.045011795771344651e+02 -1.962917452713319744e+00
2.069607403273067803e+00 2.195733520040118680e+00 1.045021224317392239e+02 -2.047364456545333500e+00
2.220398709345881016e+00 2.171403600284362856e+00 1.045028484628347485e+02 -2.030257964743952925e+00
2.662577571833466106e+00 1.957712945061726995e+00 1.045109935054733938e+02 -1.914675039303718851e+00
3.024081332225609930e+00 1.179787733958999496e+00 1.045149341355967891e+02 -1.916352108157963752e+00
1.854295810959520896e+00 1.023252192581042275e+00 1.045156006273028595e+02 -1.995928812706396993e+00
2.823325636037683051e+00 1.937206657869317894e+00 1.045168233254635908e+02 -1.906563468097377756e+00
2.193953813968136934e+00 1.033461998676707072e+00 1.045200009206293714e+02 -1.989774777461071231e+00
2.856003354047112364e+00 1.949291786667256110e+00 1.045524595383409832e+02 -1.911285046214235006e+00
2.862086982130606305e+00 1.272037360516721893e+00 1.045633361050668242e+02 -1.883185669173280452e+00
3.888180801200315923e-02 2.119300154110510093e+00 1.045760428077651483e+02 -1.996514599551336477e+00
2.708997076300282636e+00 1.283115523499277710e+00 1.045949589569628841e+02 -1.879840881999842450e+00
1.553996761017880424e+00 2.094422701320190150e+00 1.045963020799052572e+02 -1.981734037390971537e+00
1.112686489292899372e+00 1.951032388891113634e+00 1.046076421030228545e+02 -1.911978985339689352e+00
2.653167856830694671e+00 1.258204168251482180e+00 1.046108990998654491e+02 -1.887551029546382875e+00
1.682302627347582735e+00 1.066374111610057351e+00 1.046110308352687639e+02 -1.970889890746710060e+00
1.729516913334501416e+00 2.162033736195220879e+00 1.046120595150058818e+02 -2.023903561913961813e+00
2.539908116781544933e+00 1.188176756804556033e+00 1.046144116990965927e+02 -1.912934937620863085e+00
1.970740918619927395e+00 2.199631999320484255e+00 1.046359501101849503e+02 -2.050188351779794083e+00
1.690428776627891816e+00 1.063063899725318340e+00 1.046517395589960131e+02 -1.972724478400161185e+00
2.898569767893581783e+00 1.251851071347731104e+00 1.046563851736070063e+02 -1.889626593927305365e+00
9.387702980566663413e-01 2.050293450953447394e+00 1.046627288705575438e+02 -1.957531445203152032e+00
4.498058424435080749e-01 2.200029378528604695e+00 1.046641641747567348e+02 -2.050477499517171509e+00
2.492361499514430534e-01 2.183994012467186607e+00 1.046715027744691042e+02 -2.038999888055228027e+00
2.554215458792417071e+00 2.024018456482860717e+00 1.046881660402144689e+02 -1.944303800113087899e+00
2.517035765420443383e+00 2.046845436853991895e+00 1.047122309884653362e+02 -1.955746117566814046e+00
1.699757513002154052e+00 2.154342102002741566e+00 1.047128817642471148e+02 -2.018782555003373336e+00
1.000726080961120035e+00 2.014540662947292837e+00 1.047342941753898060e+02 -1.939743178963711845e+00
1.397432178963341709e+00 2.011729110970753354e+00 1.047386959260006165e+02 -1.938411512874895104e+00
1.692838606068916563e-01 1.046336892800151519e+00 1.047457591811347726e+02 -1.982215497977730667e+00
2.408052923351686747e+00 2.106482330608011821e+00 1.047493152545803099e+02 -1.988794525751159448e+00
1.299600124518892619e+00 1.263657797628956914e+00 1.047493780679767355e+02 -1.885804886965523286e+00
1.281426819261237693e+00 1.271344123853754615e+00 1.047531485369841420e+02 -1.883399433227158859e+00
1.038997499799297231e+00 1.992395971462926685e+00 1.047573645070365131e+02 -1.929514946793219554e+00
2.913744405988811348e+00 1.981956617595271641e+00 1.047615994686394458e+02 -1.924898222171208761e+00
1.112005332527785439e+00 1.955844083193925664e+00 1.047695462905209496e+02 -1.913915597223515119e+00
1.371699025564091956e+00 1.224420662171576746e+00 1.047725673595304841e+02 -1.899104470466935091e+00
1.797937507864848961e+00 1.031347738889752730e+00 1.047766683971964596e+02 -1.991037509631481406e+00
1.159484990212159783e+00 1.941574666749390055e+00 1.047821229120900881e+02 -1.908250601122324586e+00
2.605959267842953953e+00 1.995236738312960778e+00 1.047834390406053586e+02 -1.930793860360510372e+00
3.044698245281971971e+00 2.056198639376237480e+00 1.047954514316172947e+02 -1.960624172165418511e+00
2.882233643296314707e+00 1.967347033214354113e+00 1.048042098059929117e+02 -1.918654752940873509e+00
2.650397924122759097e+00 1.971666181669770257e+00 1.048086493281099649e+02 -1.920474300286883595e+00
3.843363636221968083e-01 2.201159257667162805e+00 1.048235026285341434e+02 -2.051300961642403831e+00
1.797969293229681575e+00 1.030800057389316571e+00 1.048298537939373176e+02 -1.991365599548278631e+00
2.793028528786397846e+00 1.285060206750570533e+00 1.048347340186335686e+02 -1.879267527649777669e+00
1.613451266354994251e+00 2.124562931333039195e+00 1.048379568577106085e+02 -1.999749471868096151e+00
2.948442656396319972e+00 1.219495114469903774e+00 1.048413688511592596e+02 -1.900895958907323102e+00
4.887044711672035024e-01 1.010651786094370674e+00 1.048455429351140396e+02 -2.003721136726574592e+00
2.378116949978566375e+00 2.121778757325814890e+00 1.048475377612365236e+02 -1.998033369302945061e+00
1.685402616672682985e+00 1.062397993824215847e+00 1.048665847051348692e+02 -1.973095269160801246e+00
1.313842633632434254e+00 1.254010413265448598e+00 1.048685504612848831e+02 -1.888916122060868119e+00
7.571298025160863032e-01 2.142744269568545246e+00 1.048793645257962339e+02 -2.011221193755389880e+00
1.110214402564315694e-01 1.063353743056820955e+00 1.048933490441898329e+02 -1.972563268796563296e+00
8.515210877324710381e-01 2.102138393851807230e+00 1.049118444524978031e+02 -1.986228786355001219e+00
1.483017994068209999e+00 1.155536257403297462e+00 1.049311939335305937e+02 -1.926695785998957966e+00
1.879321815533454565e-01 2.173796056455382875e+00 1.049369921431282933e+02 -2.031901075368824028e+00
2.692482588322723913e+00 1.267929324119996037e+00 1.049421659611914066e+02 -1.884460095980341032e+00
7.809257670781217797e-01 1.080017971180401659e+00 1.049440840179177314e+02 -1.963478524730632335e+00
2.173933784192229268e+00 2.187057491866414516e+00 1.049540117662314742e+02 -2.041162651758286373e+00
1.964967436344299045e+00 1.008185012919361911e+00 1.049571706069571917e+02 -2.005272419294419350e+00
3.075705425464139164e+00 2.075619536930804365e+00 1.049588671246206815e+02 -1.971111368311699863e+00
2.607602470330629085e+00 1.998651140017282613e+00 1.049654756624856020e+02 -1.932343886342506423e+00
2.293626741160401217e+00 1.057189409917282052e+00 1.049673882331908885e+02 -1.976015604699480788e+00
1.221784513518459958e+00 1.281295345100939231e+00 1.049736704935582026e+02 -1.880381254616901643e+00
8.179708491171751028e-01 1.096331063558551921e+00 1.049753076040254598e+02 -1.954931073953731335e+00
1.642192543209454847e+00 2.137907884183940510e+00 1.049830357306095152e+02 -2.008124422031008827e+00
4.064340919727998935e-01 2.203664301608326159e+00 1.049833266416280821e+02 -2.053133632945382647e+00
1.126942157045615955e+00 1.956443619154942137e+00 1.049890179605401670e+02 -1.914158785007772146e+00
2.128260096695053338e+00 2.195015800205432299e+00 1.049927813613663119e+02 -2.046847092851876493e+00
6.831727990208014134e-01 1.044014777127091786e+00 1.049983752886515589e+02 -1.983562439764289032e+00
2.668407559497276260e+00 1.256106740709324709e+00 1.050007501961458729e+02 -1.888231323463911870e+00
1.156265158846983221e+00 1.948856840862437823e+00 1.050080825270166969e+02 -1.911112191195321053e+00
1.731671380765067436e+00 1.045877699909112835e+00 1.050166672103060108e+02 -1.982481281060283873e+00
7.338067938779442301e-01 2.153242372705908902e+00 1.050307604607199323e+02 -2.018057328763536606e+00
2.683205267724023901e+00 1.261769810120377588e+00 1.050360009758694133e+02 -1.886405672297994052e+00
3.037061521350794990e+00 2.056547178805443021e+00 1.050456700718478089e+02 -1.960808103252865919e+00
8.803582328503509746e-01 2.089789478758293129e+00 1.050488880809114960e+02 -1.979073160800740805e+00
1.112614038330510979e+00 1.261469259333106274e+00 1.050509698602818673e+02 -1.886501674251428007e+00
7.870523848677921652e-01 2.133503782566688045e+00 1.050566266971671325e+02 -2.005333052184004483e+00
8.807229061141759185e-01 2.089947457297268052e+00 1.050692094528077689e+02 -1.979163418750453651e+00
2.167248421595122654e+00 1.022180862729724860e+00 1.050695763043724185e+02 -1.996582823580085098e+00
2.936988527927709036e+00 1.221105668019597967e+00 1.050849942856824413e+02 -1.900307155502702905e+00
2.048430296986358812e-01 1.033237689942825277e+00 1.050960274161046755e+02 -1.989908457365997529e+00
1.237858202910628647e+00 1.275408409681093591e+00 1.050966548229565944e+02 -1.882153680250274297e+00
2.614162579506817519e+00 1.998146678595268622e+00 1.050971426305972329e+02 -1.932113991900708427e+00
1.240642421432017084e+00 1.951280352379315186e+00 1.051033544945153579e+02 -1.912078128647064501e+00
9.774039155772955567e-01 1.183976331136370019e+00 1.051124137530558897e+02 -1.914635675372232448e+00
7.112592017319088189e-01 1.051543329937523197e+00 1.051132521169058833e+02 -1.979221635656859712e+00
3.128634357353559992e+00 2.104351673581526416e+00 1.051230648477013148e+02 -1.987532876034769691e+00
1.605739202788863063e+00 2.125434049941902437e+00 1.051233995243761257e+02 -2.000288608904165599e+00
2.543033906184577475e+00 1.180342114845442492e+00 1.051349108513354622e+02 -1.916123753033114774e+00
2.936687867213575220e+00 1.219383088252081748e+00 1.051756492701543664e+02 -1.900937024058725111e+00
1.428050044893452331e+00 1.183176289524783931e+00 1.051812232433435952e+02 -1.914961939489667087e+00
1.581492931340079400e+00 2.115933640712098551e+00 1.051816937063606474e+02 -1.994465268431258043e+00
1.035379829896168280e+00 2.004733668489981468e+00 1.051869530581066812e+02 -1.935140071753188362e+00
1.075987897243452451e+00 1.240573116040743162e+00 1.051964407130382568e+02 -1.893421499810136632e+00
6.211020453612874359e-01 1.025848883968811132e+00 1.051993765805763559e+02 -1.994350148706005577e+00
8.357960220767144399e-01 2.114360100130545206e+00 1.052039571798183886e+02 -1.993512711388882863e+00
2.101325717497058765e+00 2.200832447707489870e+00 1.052068954270370256e+02 -2.051062579797704011e+00
1.444237276122696256e-01 1.048651836859962660e+00 1.052183371930107683e+02 -1.980879879592299275e+00
2.830462922995214736e+00 1.266638684594273645e+00 1.052264643417013588e+02 -1.884864309968895757e+00
5.709525967346494868e-01 1.016056068224393316e+00 1.052332212812110726e+02 -2.000352137333833102e+00
2.599553737878825821e+00 2.009852875594978716e+00 1.052469742561818862e+02 -1.937528229703619154e+00
2.678121771303286991e+00 1.971121172923687714e+00 1.052559941029800115e+02 -1.920243490424501154e+00
3.087664547356478550e+00 1.131939750225092745e+00 1.052599855137271021e+02 -1.937434341450528841e+00
9.643450768653023530e-01 2.047292309401689270e+00 1.052649851826932093e+02 -1.955976651196799310e+00
1.603538668819634250e+00 2.126767353975556496e+00 1.052794825077478720e+02 -2.001115827394020830e+00
2.991740713223417725e+00 1.185442669753776546e+00 1.052851996842199753e+02 -1.914039626385683146e+00
6.207807396075120110e-01 1.024787279945126528e+00 1.052928608595571092e+02 -1.994994437223465589e+00
1.220590961933187613e+00 1.954037862909085987e+00 1.053047359793737883e+02 -1.913185474776981199e+00
2.622822298795843832e+00 1.224858595625802904e+00 1.053122046760107366e+02 -1.898946516989658440e+00
8.996697171141362359e-01 2.084222453261282304e+00 1.053125437564730618e+02 -1.975913641689102995e+00
1.745804449620279808e+00 1.038540831084729499e+00 1.053258015969098267e+02 -1.986766189242404446e+00
3.032969612479987642e+00 2.059513638910093647e+00 1.053280776990181806e+02 -1.962379855557960129e+00
1.250542069801716671e+00 1.959911289026918135e+00 1.053323326211235980e+02 -1.915573584965189813e+00
9.741645140973301809e-01 1.177714870695901972e+00 1.053369068713900276e+02 -1.917209128639017601e+00
1.088409852751900608e+00 1.981507585360428925e+00 1.053425122007225951e+02 -1.924702558973496735e+00
4.679082812860378970e-01 2.207289735589737845e+00 1.053608321325785084e+02 -2.055803074651825213e+00
3.057644804148142104e+00 1.146330684430132418e+00 1.053784474501062220e+02 -1.930805262793372723e+00
1.356315835302268402e+00 1.220410830855243933e+00 1.053784735567695918e+02 -1.900560820861864286e+00
2.257287152068423897e+00 1.040713281726413975e+00 1.053786185875513297e+02 -1.985489898212772442e+00
2.891963963350991929e+00 1.238516279855341740e+00 1.053786901327380292e+02 -1.894128895298200721e+00
1.866071297668091100e+00 1.012941824777942923e+00 1.053814910613169502e+02 -2.002288586869269693e+00
2.333609631741650148e+00 1.066999833408123433e+00 1.053854815372262692e+02 -1.970544711113249026e+00
1.368614068447345122e+00 1.213482119367340850e+00 1.053865268274175691e+02 -1.903120281092465005e+00
2.184210788855847962e+00 2.190363072452623516e+00 1.053911132365495433e+02 -2.043512144159970845e+00
1.367295595683051923e+00 2.009960869928422600e+00 1.054139397745849749e+02 -1.937578954036707213e+00
1.450207082745906817e+00 1.166160039263347548e+00 1.054218758261017399e+02 -1.922078961793494800e+00
1.970151188386067009e-01 2.182038350628964452e+00 1.054338769515057805e+02 -2.037626566453660359e+00
2.685397185898233285e+00 1.251690532807065326e+00 1.054646347606821450e+02 -1.889679621133926402e+00
1.102140021752880727e+00 1.246483589873922382e+00 1.054670404625217657e+02 -1.891415034261197281e+00
6.314686106112524788e-01 1.025176848659257844e+00 1.054790286383002069e+02 -1.994757828463704197e+00
2.151689509911607789e+00 2.197469547796297107e+00 1.054962354732294330e+02 -2.048619100780881830e+00
7.240145891434164316e-01 1.051186807185576555e+00 1.055098493261974681e+02 -1.979425497824057301e+00
8.988131270788956018e-01 2.088345269382730685e+00 1.055186932969677542e+02 -1.978249573716034160e+00
1.259436265206861805e+00 1.967392715046746510e+00 1.055218990146769187e+02 -1.918673882669601483e+00
5.952702192708951845e-01 2.195417651054889507e+00 1.055272061234651630e+02 -2.047136667987454306e+00
7.362025445106836763e-01 1.055123328954817197e+00 1.055374792153554608e+02 -1.977183904464140163e+00
2.830335536046097111e+00 1.967997133067356463e+00 1.055428911764585109e+02 -1.918927219779494653e+00
2.793842703238133662e+00 1.265791177477887386e+00 1.055430497545831514e+02 -1.885130735030017490e+00
2.803565053395840057e+00 1.962560905909608300e+00 1.055488099644167619e+02 -1.916664086107676468e+00
8.690895056666358975e-01 2.104011406049692834e+00 1.055495849306155094e+02 -1.987331957098975810e+00
2.399330714030619482e+00 2.123358800336529129e+00 1.055633983044919688e+02 -1.999005959656763531e+00
1.476430867684723536e+00 2.071365961695417646e+00 1.055658373323870762e+02 -1.968772710523741143e+00
1.329074058430575134e+00 1.994988202486489337e+00 1.055816038784606832e+02 -1.930681581945206116e+00
8.278817897680565974e-01 1.092688696384048752e+00 1.055818547078876009e+02 -1.956810173342707904e+00
1.409085829766923093e+00 1.186778926796710154e+00 1.055821001525026475e+02 -1.913498634662166076e+00
2.522209122678298776e+00 1.159252540229310124e+00 1.055957403396212442e+02 -1.925065518211069637e+00
2.783628918326807700e+00 1.961940882603835590e+00 1.056022319550344832e+02 -1.916408167588769196e+00
1.186235788345395781e+00 1.962164425617472174e+00 1.056093462406033439e+02 -1.916500384509706834e+00
1.766020482422010707e+00 1.030208745416042238e+00 1.056105734849657836e+02 -1.991720284160436005e+00
1.109340489748787073e+00 1.979990779722937022e+00 1.056126313767036180e+02 -1.924043392777104788e+00
8.993548169950913440e-01 2.089810727369837640e+00 1.056167744890505134e+02 -1.979085298852736319e+00
1.134246752863001362e+00 1.254686583026556335e+00 1.056167840564968401e+02 -1.888694709075332989e+00
7.108425892777169297e-01 2.168694656100251805e+00 1.056192851441292930e+02 -2.028407644633295259e+00
2.460193039433368867e+00 1.123370687627505360e+00 1.056260438150579546e+02 -1.941501450493543945e+00
2.484206330514931338e+00 1.136658972035574644e+00 1.056276307862745227e+02 -1.935232781139388791e+00
1.730321801349709920e+00 2.174989108383377001e+00 1.056334535678012969e+02 -2.032723600481442627e+00
1.301619356390874671e+00 1.984680457539009568e+00 1.056416897219704936e+02 -1.926090265755817210e+00
2.412943246692909494e+00 2.118435584237743363e+00 1.056434052663296228e+02 -1.995986818519652983e+00
2.922384959321436160e+00 2.007347505267270904e+00 1.056482742682927096e+02 -1.936355464057091691e+00
2.982315728733747839e+00 2.038504300157378157e+00 1.056490734985873701e+02 -1.951489342342314082e+00
5.645164976301098037e-01 1.010789355357303521e+00 1.056505730470924647e+02 -2.003634873222139845e+00
2.443642103636227136e-01 1.018805725525567363e+00 1.056545044430162648e+02 -1.998653547999307722e+00
2.719499900439873441e-01 1.013744858338261112e+00 1.056609185640092647e+02 -2.001787970068862776e+00
2.448342081394633940e+00 1.116414552730828014e+00 1.056650111710172837e+02 -1.944869420010377992e+00
1.416163492318240680e+00 2.041526633866573182e+00 1.056757472729493230e+02 -1.953021618466151299e+00
2.417116038529362188e-01 1.019058447880554219e+00 1.056808702576551013e+02 -1.998497953628386448e+00
2.389032493876597663e+00 1.086760767957922313e+00 1.056852825971935630e+02 -1.959904407250532055e+00
2.500904015457191321e+00 2.074856814998600640e+00 1.056932774584583115e+02 -1.970690281663702415e+00
9.905076320111445565e-01 2.041480207449704487e+00 1.056986824873092132e+02 -1.952997994116425051e+00
1.984551976216990754e+00 2.211929865271910600e+00 1.057009107027687662e+02 -2.059249314023596344e+00
3.302691611502795443e-01 2.207378496346501073e+00 1.057092860412125361e+02 -2.055868684487724529e+00
2.776257128054803847e+00 1.262110649131347628e+00 1.057283339812257594e+02 -1.886296921922410830e+00
1.204204941662566086e-01 1.050641101839802971e+00 1.057288414187342198e+02 -1.979737862658325742e+00
1.608865846837941316e+00 1.081568110699580476e+00 1.057395960470462768e+02 -1.962651691930124231e+00
4.505772200305340203e-01 1.000060989208016560e+00 1.057526569335892077e+02 -2.010441654584872229e+00
2.695746281236129693e+00 1.978464156913328775e+00 1.057575457539582402e+02 -1.923382720267385881e+00
2.497815456976577586e+00 2.077827527416705067e+00 1.057622914648691932e+02 -1.972334648109400401e+00
1.017279098169524776e+00 2.028164186568255811e+00 1.057663957405986821e+02 -1.946333563174184711e+00
1.818272359818924988e+00 2.196851983911618511e+00 1.057925738315265392e+02 -2.048172255511958362e+00
2.162472608885301906e+00 1.013374354722964332e+00 1.058292870708924625e+02 -2.002018833377000817e+00
1.035982774100144166e+00 1.204314541879156319e+00 1.058334015273554485e+02 -1.906590890665708971e+00
3.058377378243323452e+00 2.081970641763944307e+00 1.058413510703035456e+02 -1.974647261537027187e+00
3.121473037277084472e+00 1.106517374461545966e+00 1.058424414929182831e+02 -1.949764762906680993e+00
2.427285729003131109e+00 1.102739300866632854e+00 1.058539313663032146e+02 -1.951665720308662921e+00
1.137440716937752283e+00 1.977547170296364065e+00 1.058584998000631572e+02 -1.922987207965779266e+00
2.068479784739980509e+00 2.211391907822090275e+00 1.058610953420532041e+02 -2.058848057726393677e+00
2.158390824687925758e+00 1.012197864555404614e+00 1.058729444369060104e+02 -2.002753176406041558e+00
2.756412149730377514e+00 1.969970966874216689e+00 1.058814894515497400e+02 -1.919757530308431992e+00
9.888512884190046037e-01 2.046565710634530078e+00 1.058932475935411617e+02 -1.955601940414044559e+00
1.489801837862383183e+00 2.084137242699424686e+00 1.059011467823808914e+02 -1.975865599180084420e+00
2.420917743114830323e+00 2.118963557000785869e+00 1.059027962650007737e+02 -1.996309000176176962e+00
3.903959098513725690e-01 2.213712972463088846e+00 1.059076697605454029e+02 -2.060582537174557416e+00
1.457943858320307484e+00 1.153559421478995484e+00 1.059117571969135270e+02 -1.927569706726313781e+00
7.722800847863096063e-01 2.152008929611082255e+00 1.059258907580060054e+02 -2.017245986840206839e+00
9.830877736479166629e-01 1.171846010836939067e+00 1.059259333421394160e+02 -1.919662935394857328e+00
2.700796240270439519e+00 1.982363578567460038e+00 1.059568627984068598e+02 -1.925075760347333631e+00
2.731844677190526038e+00 1.975066561126022524e+00 1.059578589213355144e+02 -1.921922271820232453e+00
9.996587582395433103e-01 1.180867660554106191e+00 1.059597278626331160e+02 -1.915907607261680079e+00
5.386446697359619229e-01 1.004176778145423166e+00 1.059598289757047098e+02 -2.007811231301140253e+00
2.868467366809054120e+00 1.235156976139381468e+00 1.059641189844416687e+02 -1.895294424295031810e+00
1.135116045711015431e+00 1.981437089167584098e+00 1.059764862731717159e+02 -1.924671862452986826e+00
1.406419701092237018e+00 1.180660086426341904e+00 1.059881782007618085e+02 -1.915992939502320525e+00
2.884838623157706117e+00 1.998796744694534722e+00 1.060017511972250333e+02 -1.932410298838333595e+00
1.469515965788921186e+00 2.075823551870324746e+00 1.060084110272742066e+02 -1.971224130414511055e+00
2.257210112535807944e+00 2.180992850422404317e+00 1.060085068934048991e+02 -2.036894726632369590e+00
1.344290202642407062e+00 1.213063460580421804e+00 1.060135464137018602e+02 -1.903276682871269720e+00
7.035628068285029180e-01 2.176258193115137018e+00 1.060182327750576405e+02 -2.033600851752172645e+00
1.521725328575868064e+00 2.101947042428846224e+00 1.060332351459442179e+02 -1.986116349691058769e+00
2.056461848310908724e+00 2.214414355623774533e+00 1.060528641671024133e+02 -2.061108318430792341e+00
1.734097566729141615e+00 2.181578904442288636e+00 1.060725512585352703e+02 -2.037304758056591503e+00
1.234912156223366253e+00 1.977653987515002543e+00 1.060767743560003424e+02 -1.923033228778350257e+00
1.110376678598253619e+00 1.992468187322034456e+00 1.060928784886205563e+02 -1.929547338202073803e+00
9.552407700522356215e-01 2.069136105907436463e+00 1.060979989527558587e+02 -1.967556112443700211e+00
1.758876207155322113e+00 1.026773768414561250e+00 1.061003559660251483e+02 -1.993790091690672339e+00
2.851712716178790921e-02 1.080862137540532508e+00 1.061109582592167158e+02 -1.963027869974149242e+00
1.468673451660385432e+00 1.144408942700217313e+00 1.061130082350804713e+02 -1.931675998775427283e+00
2.461147688075117301e+00 1.116223705233989616e+00 1.061142622979719192e+02 -1.944962665996066153e+00
2.410714174060180959e+00 2.127194517518263162e+00 1.061228135516128930e+02 -2.001381372378266743e+00
1.042769402032009296e+00 1.201750513396522724e+00 1.061236489917112351e+02 -1.907578792940940016e+00
1.592483174085389308e+00 2.134705010513148427e+00 1.061298623667142778e+02 -2.006091708828349418e+00
3.014292403470822945e-01 1.004594024138456776e+00 1.061304982013649152e+02 -2.007545897667522894e+00
1.272086197974998889e+00 1.239966910340336792e+00 1.061371513363957320e+02 -1.893629496895600894e+00
1.139405243747965146e+00 1.984867260740985184e+00 1.061428999594727003e+02 -1.926172341165903301e+00
1.423961430596095701e+00 1.168084284316494026e+00 1.061485119137795579e+02 -1.921257056946137354e+00
1.459818720279438597e+00 1.148549102408785050e+00 1.061504897227607103e+02 -1.929805633394217068e+00
2.933273675422900961e+00 1.200944004984025426e+00 1.061526204590101656e+02 -1.907891096796440200e+00
2.950711522730922187e+00 2.033279424708278604e+00 1.061743858738493032e+02 -1.948867433747873523e+00
1.007918874799002440e+00 1.181293885794598042e+00 1.061755487440389061e+02 -1.915732546985333684e+00
1.570045036734923904e+00 1.092876357431847856e+00 1.061760781458729070e+02 -1.956712948233237270e+00
7.158561712369693186e-01 1.040536632369512215e+00 1.061771688786456025e+02 -1.985593440745508698e+00
2.739298247460673075e+00 1.247564553069896220e+00 1.061932244438347936e+02 -1.891052283311016602e+00
1.184767978858785931e+00 1.979042357397223562e+00 1.062009314271843436e+02 -1.923632621035326284e+00
1.146347655368314289e+00 1.242899169715717900e+00 1.062050583911333774e+02 -1.892627209936760480e+00
1.086829381857420618e+00 2.004646054901828567e+00 1.062079240007033718e+02 -1.935099476702198285e+00
9.527819538815901490e-01 1.149048237317766175e+00 1.062104846127970745e+02 -1.929581536422859234e+00
9.364289235038362191e-01 2.081404330207885067e+00 1.062128405292683908e+02 -1.974329827313438646e+00
2.051459863979297804e+00 9.966324338313707898e-01 1.062141574522380125e+02 -2.012651121625276929e+00
2.680517430191187600e+00 1.231048566190333426e+00 1.062173427442301801e+02 -1.896737069829892874e+00
2.622232656074505286e+00 2.021212912887541790e+00 1.062256933872226057e+02 -1.942942266086068237e+00
1.879713806007891896e-01 1.025258138149482523e+00 1.062433679160281486e+02 -1.994708482609877542e+00
1.618562175702096706e+00 2.146750995254282479e+00 1.062511293064560221e+02 -2.013811776804522946e+00
1.167694466256767205e+00 1.982364789283926454e+00 1.062558934689226930e+02 -1.925076288820845027e+00
1.368077419405981932e+00 2.029289852128451255e+00 1.062567642093987814e+02 -1.946888374698400259e+00
3.319138338186720105e-01 9.997251111839902116e-01 1.062597506172004387e+02 -2.010657370122455490e+00
2.735681148660776607e+00 1.983029524746148464e+00 1.062649940692785577e+02 -1.925366707091316965e+00
1.300782969740332140e+00 1.226826096479033179e+00 1.062666455596896213e+02 -1.898239553184646988e+00
1.067591723367728562e+00 1.211345826062978137e+00 1.062673361179326719e+02 -1.903920445352554447e+00
9.497707357620195356e-01 1.146280287120670316e+00 1.062699437262803883e+02 -1.930828040857419658e+00
2.718365618108960824e+00 1.241104939659022355e+00 1.062868549420208950e+02 -1.893239362364343092e+00
9.474576704790722559e-01 2.077229760073582732e+00 1.062970673587618649e+02 -1.972002841524870487e+00
2.636761104562302727e+00 1.209778898968701499e+00 1.063011213979072522e+02 -1.904510659899152136e+00
2.726200937365584664e+00 1.985699318147454928e+00 1.063026780467092465e+02 -1.926538426674718751e+00
2.473562699084213001e+00 1.119586900819474762e+00 1.063170585374134447e+02 -1.943326046737156698e+00
2.806001919634606878e+00 1.984479710255651952e+00 1.063227131282106370e+02 -1.926002110163301140e+00
1.355802759232085819e+00 1.200642913828494640e+00 1.063295773646634643e+02 -1.908007879958212305e+00
1.264286610573787106e+00 1.990847101283367948e+00 1.063420205714533608e+02 -1.928821730122734834e+00
2.846155597511057067e+00 1.993870464255999231e+00 1.063423413322008315e+02 -1.930177552164268118e+00
3.062557317263414625e+00 2.092952305934641100e+00 1.063478011644799039e+02 -1.980886490716203152e+00
2.610940712465438907e+00 2.029757619879176023e+00 1.063510056272230031e+02 -1.947119388727478251e+00
3.915288429799876901e-01 2.219013406530481625e+00 1.063596777082090341e+02 -2.064575012373128349e+00
1.329793539132096303e+00 1.212356620393856055e+00 1.063620556647165500e+02 -1.903541196317831030e+00
3.125015410836690100e-01 2.213177163790193358e+00 1.063638660721795333e+02 -2.060181393802119842e+00
2.791585871463364121e+00 1.244578668858777437e+00 1.063646000212793723e+02 -1.892057455924664122e+00
3.096890386288475572e+00 2.109565728042853472e+00 1.063691742411812413e+02 -1.990631207171630557e+00
1.268671744199990847e+00 1.992722077987496787e+00 1.063695488922521264e+02 -1.929661267023085713e+00
2.980431307531954843e+00 2.052431255304580038e+00 1.063748538104327821e+02 -1.958645948345667742e+00
