# psi iota logL logPrior
2.841791946791313528e+00 2.141439767835390251e-01 1.325938969449990736e+02 -3.386638425388942331e+00
1.195276869622407423e+00 2.120983012895603093e-01 1.325938974967602633e+02 -3.396091382828613447e+00
1.771601816389086981e+00 2.322189597433756691e-01 1.325939003069411513e+02 -3.306955445319852416e+00
2.090773641054117504e-01 1.561677816971683841e-01 1.325939009933678676e+02 -3.698769431274493869e+00
2.961607170243081733e+00 2.190999531277084411e-01 1.325939018104147635e+02 -3.364117952681301205e+00
2.229899498240013322e-01 1.559449398609153437e-01 1.325939026821858135e+02 -3.700185778097780265e+00
1.647820127222493047e+00 1.587028831014453689e-01 1.325939057533597349e+02 -3.682799848447651847e+00
3.015905987320297577e+00 2.216469249589972379e-01 1.325939060833700580e+02 -3.352748001226157015e+00
1.469191667876544427e+00 2.227755645938293005e-01 1.325939069136772162e+02 -3.347752736352521907e+00
2.467217084537879579e+00 2.149618792801406553e-01 1.325939074936357827e+02 -3.382884970925995383e+00
2.771886054222811424e+00 2.121762125170493785e-01 1.325939081846111662e+02 -3.395729640708998076e+00
1.259371774662624288e+00 2.137201611862621642e-01 1.325939084981799851e+02 -3.388589186415750909e+00
2.430137303862327958e+00 1.583492781740958311e-01 1.325939100792205920e+02 -3.685011711671372758e+00
1.523249549624072774e+00 2.252087233507625297e-01 1.325939103897183031e+02 -3.337072212757480116e+00
2.690492111592532432e+00 1.644447342890134611e-01 1.325939112584377995e+02 -3.647568874795897642e+00
1.013792322986617478e-01 1.582156541955192230e-01 1.325939120080185489e+02 -3.685848861941282806e+00
7.921930593988640856e-01 1.568409942672339408e-01 1.325939126941033521e+02 -3.694503045208644032e+00
7.433130226816687669e-01 2.204264614316180093e-01 1.325939144755882353e+02 -3.358179341228610504e+00
7.913560309136256077e-01 1.568351340729936538e-01 1.325939162779957030e+02 -3.694540102955155447e+00
1.864656652980241747e+00 2.324419542118427440e-01 1.325939198855022312e+02 -3.306012961272645434e+00
2.425628232834357689e+00 1.582864834493964423e-01 1.325939233284564978e+02 -3.685405029254403608e+00
2.411195510635363304e-01 1.557239574742527166e-01 1.325939254593102987e+02 -3.701592339461060810e+00
1.236529357694273745e+00 1.654626280399789373e-01 1.325939256150381311e+02 -3.641454140145119922e+00
2.170899925519095497e+00 1.540928628734804517e-01 1.325939258529018048e+02 -3.712037491094585029e+00
1.593050183945100340e+00 2.279635590053420424e-01 1.325939261188713658e+02 -3.325122841921849925e+00
2.155195997247013828e+00 1.539844639757575462e-01 1.325939269692737810e+02 -3.712735628696876233e+00
9.719209315762096235e-01 1.612732697787752911e-01 1.325939270563570460e+02 -3.666870700406166250e+00
1.410618132886266141e+00 2.199524041232192584e-01 1.325939273926394151e+02 -3.360297387069594244e+00
2.000150898872832261e+00 2.306437479597182316e-01 1.325939325757402116e+02 -3.313639906502486632e+00
1.842257863875663704e+00 2.324700268773423895e-01 1.325939340331914877e+02 -3.305894378862010541e+00
1.470580651205497524e+00 1.626250062112847283e-01 1.325939353641788330e+02 -3.658597078110990886e+00
2.837803705708201729e+00 1.654759224161050368e-01 1.325939416224096306e+02 -3.641374531285031857e+00
9.656279968395662383e-01 1.611759799201007981e-01 1.325939437497978020e+02 -3.667468905756295250e+00
1.378111880573720804e-02 2.276051639103374158e-01 1.325939461181916101e+02 -3.326668931787456707e+00
1.258533022830116810e+00 1.655397007320577873e-01 1.325939499242742841e+02 -3.640992707046307508e+00
7.210521909725864376e-01 2.211929677740873124e-01 1.325939503298883722e+02 -3.354764595943826144e+00
1.152025524851257643e+00 1.650997410703123891e-01 1.325939590718410841e+02 -3.643629685109186056e+00
2.543387019928798232e+00 2.126857357133686843e-01 1.325939602476383925e+02 -3.393367292745970154e+00
1.504051519033761108e+00 1.620126287652622898e-01 1.325939622124453479e+02 -3.662336573796124206e+00
3.118459988757087409e-01 2.322533564369938242e-01 1.325939677409165540e+02 -3.306810006816674807e+00
1.885075064595272298e+00 2.322359105203095075e-01 1.325939682151587249e+02 -3.306883770069147133e+00
1.919324811681571097e+00 1.545053700893577742e-01 1.325939690784716447e+02 -3.709385314103004205e+00
2.156193048215022223e+00 1.541130495547451962e-01 1.325939706572871160e+02 -3.711907534912471718e+00
2.720578041081537890e+00 1.651244351084971418e-01 1.325939707077659477e+02 -3.643481487441544431e+00
2.659211019647469865e+00 1.641623308701128103e-01 1.325939720608288042e+02 -3.649272171599157844e+00
1.173956115065779793e+00 2.114354682037773714e-01 1.325939788809121751e+02 -3.399174469123372511e+00
1.808007097557013720e+00 1.559701101967203019e-01 1.325939933758403413e+02 -3.700025696475614190e+00
1.852543352313710034e+00 1.553377488055215361e-01 1.325939961886144829e+02 -3.704055450261336091e+00
2.361463845758297708e+00 2.184284866116853185e-01 1.325939973706107935e+02 -3.367138195562731973e+00
1.709508498466817183e+00 2.310974580895453490e-01 1.325939983934345605e+02 -3.311709732734692047e+00
1.579847241239412670e+00 2.273012852162635544e-01 1.325939989101736103e+02 -3.327981817947979870e+00
2.302331556189223249e+00 2.206697170659677187e-01 1.325940025147868937e+02 -3.357094322956882593e+00
3.047696937788528793e+00 1.627327573209418066e-01 1.325940031354439270e+02 -3.657940576740276839e+00
1.322540832883650097e+00 2.157341242072560450e-01 1.325940042572350137e+02 -3.379354540554295738e+00
1.434678246718031347e-01 1.576491303643783315e-01 1.325940060620426948e+02 -3.689406120711443471e+00
2.786126816399722816e+00 2.121344669254287274e-01 1.325940065155427021e+02 -3.395923448618189511e+00
2.294682137892086082e+00 2.209319841670366324e-01 1.325940159521746864e+02 -3.355925889457543221e+00
1.366559457298724967e+00 2.176200676997947780e-01 1.325940173870980914e+02 -3.370787191837362862e+00
2.967661783523328101e+00 2.190292341370701223e-01 1.325940178930997035e+02 -3.364435594627682491e+00
3.078764163805043363e+00 2.242524203344473943e-01 1.325940191340199306e+02 -3.341255671185219711e+00
1.368969679361740077e+00 1.648044917776352036e-01 1.325940225841951303e+02 -3.645403331154797755e+00
2.936883423862915787e+00 2.175750875471360035e-01 1.325940247097930467e+02 -3.370990631530487391e+00
8.395688476258902355e-01 1.582812209944401971e-01 1.325940279412987479e+02 -3.685437998083362032e+00
2.755811133098036159e+00 2.114285823700834122e-01 1.325940288638555273e+02 -3.399206549975961167e+00
1.580541642262873303e+00 1.605470479141161977e-01 1.325940296077418452e+02 -3.671344901778049952e+00
2.663101882281700306e+00 1.644931687427129141e-01 1.325940311804148450e+02 -3.647277044963469272e+00
4.528284187959450424e-01 1.540340842323612291e-01 1.325940338228107294e+02 -3.712415990002043031e+00
1.657708326127325105e+00 2.297912963466806346e-01 1.325940338850891180e+02 -3.317277071422836343e+00
1.203764291183726520e+00 1.658646128158119959e-01 1.325940347981439231e+02 -3.639049865681848850e+00
1.774232222893222799e-01 2.316700587094057961e-01 1.325940348906014776e+02 -3.309279374006584007e+00
2.733706863462517234e+00 2.110520715475589504e-01 1.325940417727241822e+02 -3.400962341187015348e+00
3.090876578904940164e+00 1.619373301634030593e-01 1.325940429577875079e+02 -3.662797379163064804e+00
2.807459484283088891e+00 2.125501484503840022e-01 1.325940442398219830e+02 -3.393995358022367625e+00
7.574066635704235217e-01 1.565902110198035824e-01 1.325940520320645248e+02 -3.696090167785351710e+00
1.643237163401584544e+00 1.592516710329577867e-01 1.325940556740941361e+02 -3.679376985988215942e+00
1.234206745746670997e+00 2.124321354001501849e-01 1.325940577608971864e+02 -3.394542352538482355e+00
5.743449462909414049e-02 2.288571213687056183e-01 1.325940585200210649e+02 -3.321279015268300050e+00
2.278846304009807699e+00 2.214408581640285034e-01 1.325940588923378414e+02 -3.353662873470289796e+00
2.369890864374943007e+00 1.574719782454779005e-01 1.325940611212062379e+02 -3.690521144412858057e+00
3.060205844023344834e-01 2.320974368055947201e-01 1.325940672408825094e+02 -3.307469456016804088e+00
1.148381311517896464e+00 1.655427432863998405e-01 1.325940683744814805e+02 -3.640974495806935884e+00
2.431678328053588967e+00 1.589403270342021057e-01 1.325940690916574738e+02 -3.681317404298996010e+00
3.594473645943885298e-02 1.600936812978805135e-01 1.325940703962521070e+02 -3.674148513227758706e+00
2.586698187447636688e+00 1.629776712135816708e-01 1.325940737429354215e+02 -3.656450020147290481e+00
2.321022953542840384e+00 2.197783280229290981e-01 1.325940749950434565e+02 -3.361076327561588251e+00
2.309611083116738683e+00 1.563247643205512294e-01 1.325940773447639742e+02 -3.697772907756094796e+00
3.066212293605638628e+00 1.626031807644292004e-01 1.325940792621319986e+02 -3.658730109185742485e+00
1.295101997978676200e+00 2.143738046951861043e-01 1.325940806745407201e+02 -3.385582225439470960e+00
1.190212522249800786e+00 1.660021580223863535e-01 1.325940823347263517e+02 -3.638228569195918638e+00
2.910104156025219879e+00 1.654597058231916940e-01 1.325940825630237896e+02 -3.641471639722073661e+00
1.620555341203141042e+00 2.285336587705237288e-01 1.325940907985707327e+02 -3.322668652764374286e+00
1.441434847546614550e+00 1.637840125553191029e-01 1.325940925158917025e+02 -3.651558653864729109e+00
1.023529975530872660e+00 1.632505164312953172e-01 1.325940940740707674e+02 -3.654792154908186319e+00
5.173115235168572745e-01 2.280710589625380147e-01 1.325940943653796182e+02 -3.324659585742403500e+00
6.316578839998965300e-01 2.242396259839122830e-01 1.325940947602545634e+02 -3.341311766574772690e+00
2.191408158119391381e+00 2.246383718395281448e-01 1.325940960045868451e+02 -3.339565064592586729e+00
6.253186370748886613e-02 2.289286100480790176e-01 1.325940978625558557e+02 -3.320972165073442284e+00
1.996549169309850935e+00 1.543079614923663634e-01 1.325940988465800103e+02 -3.710653635583807564e+00
2.855724122130142373e+00 2.139203841725028921e-01 1.325941008528322982e+02 -3.387667092740660912e+00
1.625548592703762729e-01 1.575622174717100921e-01 1.325941029935209485e+02 -3.689953005049765977e+00
1.864342010421582874e+00 1.554779948990238359e-01 1.325941042446956430e+02 -3.703160288239566000e+00
8.703233963894011493e-01 1.593012747996460921e-01 1.325941044485822431e+02 -3.679068192171141227e+00
5.501828531563262015e-01 1.543077090966071263e-01 1.325941094995776837e+02 -3.710655258244861088e+00
2.043051470438762784e+00 1.541984487590978836e-01 1.325941096223432396e+02 -3.711357950109896109e+00
1.781305382572103024e+00 2.318849213739996307e-01 1.325941112425824997e+02 -3.308369012531022335e+00
1.419158342414657437e+00 2.198094836992947609e-01 1.325941112596567848e+02 -3.360936868055545368e+00
5.767863915460624824e-01 2.261417604216179322e-01 1.325941113501237112e+02 -3.333008210417442108e+00
1.481878401849412219e+00 1.630120457730171446e-01 1.325941121648498324e+02 -3.656240997568325213e+00
9.590015016764321665e-01 1.616681684409644049e-01 1.325941145657430695e+02 -3.664446354718270626e+00
2.377684091383548637e+00 2.175143750770568984e-01 1.325941168340011700e+02 -3.371265295417237517e+00
3.029161374753865488e+00 2.216700025887796965e-01 1.325941197000843772e+02 -3.352645598493942281e+00
9.641662238962501741e-01 2.123747354776088225e-01 1.325941221123011644e+02 -3.394808516369407947e+00
2.483034232244027528e+00 1.604579583315175473e-01 1.325941238293996207e+02 -3.671895193843677241e+00
7.089302013567427840e-01 1.559697143881662584e-01 1.325941269397404767e+02 -3.700028213587859938e+00
1.522624526962826019e+00 1.621711030948287391e-01 1.325941286415584557e+02 -3.661367469035893940e+00
2.520144618403989512e+00 2.127402518811043475e-01 1.325941290789741061e+02 -3.393114880101001596e+00
2.085164207741969200e+00 2.280814946780744812e-01 1.325941327652571147e+02 -3.324614626512356175e+00
1.646559772932807864e+00 1.594177720700566403e-01 1.325941340421891255e+02 -3.678343356703003941e+00
8.682631937125709909e-01 1.593588154938281320e-01 1.325941352557359210e+02 -3.678710111822014461e+00
1.096504517379554233e+00 2.103716227153441531e-01 1.325941360075193529e+02 -3.404143695117654467e+00
7.057938978357208848e-01 2.213466215114263114e-01 1.325941373502662941e+02 -3.354081548016260683e+00
6.638338204061837722e-01 2.229419344356745047e-01 1.325941410684678772e+02 -3.347018610465848809e+00
2.485956537868954097e+00 1.606132409084511381e-01 1.325941446195557774e+02 -3.670936239395967249e+00
2.700344096757655077e+00 1.656418879946036649e-01 1.325941472051570997e+02 -3.640381250641665289e+00
6.342869473503651712e-01 1.550401805757997131e-01 1.325941486206267825e+02 -3.705957490381670105e+00
1.753934932229969990e+00 2.315118480688739544e-01 1.325941490689972113e+02 -3.309950263648233637e+00
1.196662907777979568e+00 2.111851918961642760e-01 1.325941515441660670e+02 -3.400341189573327760e+00
9.866756496425083123e-01 1.625719916556845057e-01 1.325941572728916356e+02 -3.658920245461566800e+00
1.489078826106914111e+00 2.230138451246755915e-01 1.325941583397716101e+02 -3.346701471661528871e+00
7.650327415702948830e-01 2.189912373208856011e-01 1.325941633651776499e+02 -3.364606305155040111e+00
3.087276812882266519e+00 1.624285422600655893e-01 1.325941636930129448e+02 -3.659795225678504238e+00
3.948562129945376586e-01 1.546568801541461091e-01 1.325941645247580425e+02 -3.708413000336218346e+00
1.118064132002938749e+00 1.655486426179476334e-01 1.325941662273285999e+02 -3.640939186270384376e+00
2.273384143993431472e+00 2.213987424795500480e-01 1.325941683165418965e+02 -3.353849962247790195e+00
7.541579219231049347e-01 2.193980225403043272e-01 1.325941689527604694e+02 -3.362780304522162922e+00
2.723339143884065727e+00 1.660557235199782433e-01 1.325941704673366530e+02 -3.637908911656658084e+00
2.062839796222342592e+00 2.286345646995266989e-01 1.325941750727914439e+02 -3.322234929226067557e+00
2.671583172350150193e+00 1.652904964694418832e-01 1.325941755329871796e+02 -3.642485480275548859e+00
1.780931976347120305e+00 1.569208064714144035e-01 1.325941778192842264e+02 -3.693998481812261758e+00
1.069984874952928600e+00 2.103503601071689821e-01 1.325941794526118827e+02 -3.404243276523043704e+00
2.941707215031859057e+00 2.172945371755117538e-01 1.325941807961570476e+02 -3.372260507002597940e+00
2.583056014189488714e+00 1.633357963651980160e-01 1.325941817646713616e+02 -3.654274554537330744e+00
2.580977408502462822e+00 2.111547232809805608e-01 1.325941823595227618e+02 -3.400483323285571124e+00
1.587396314782576701e+00 2.271415190542505347e-01 1.325941837951920661e+02 -3.328672805257927969e+00
2.752898135722043449e+00 2.107926978934921980e-01 1.325941844437112991e+02 -3.402173762490094511e+00
1.929436544348638982e+00 2.313679518667117740e-01 1.325941891996610877e+02 -3.310560865994181867e+00
2.315941919554036943e+00 1.568093689171105587e-01 1.325941946873770689e+02 -3.694703049173239329e+00
2.898471633779408752e+00 1.660779989634505460e-01 1.325941965444152402e+02 -3.637776011608832682e+00
2.385550317800067877e+00 2.170002884547282129e-01 1.325942004325295045e+02 -3.373594205869695273e+00
2.567650417831521259e-01 1.562532141146451281e-01 1.325942035875476108e+02 -3.698226981257631607e+00
2.524792481854215009e-01 2.319208021852793289e-01 1.325942069048331575e+02 -3.308217072695120997e+00
1.964941243703070217e+00 2.307912035944327533e-01 1.325942094389261854e+02 -3.313012169373039661e+00
2.799385650429528472e+00 1.667302967662296909e-01 1.325942116096588279e+02 -3.633892294047283755e+00
3.055627761491033212e+00 2.226664227951700714e-01 1.325942121584475899e+02 -3.348234644933404169e+00
2.387662129806713551e+00 1.583819319588149754e-01 1.325942139637041919e+02 -3.684807245901700057e+00
5.270649112854416396e-01 1.545251203682599939e-01 1.325942167670432923e+02 -3.709258512057630242e+00
8.915824584031544209e-01 1.602596246149864956e-01 1.325942175998280845e+02 -3.673121386506626784e+00
1.333460702449974944e+00 2.154740771668993693e-01 1.325942177485755167e+02 -3.380541925619076515e+00
2.833106856373182492e+00 1.667188676805496095e-01 1.325942213059391577e+02 -3.633960208390454305e+00
2.817219770571934845e+00 2.121734809287786905e-01 1.325942230903971222e+02 -3.395742321167579014e+00
2.271226519596769133e+00 2.213520916340466216e-01 1.325942245007888118e+02 -3.354057240323084166e+00
4.779707927965048953e-01 1.545059775368000654e-01 1.325942251942457517e+02 -3.709381413883324541e+00
1.626929991787430696e+00 2.284279164070275869e-01 1.325942269048128992e+02 -3.323123377606964191e+00
8.114062662717222985e-01 2.170426367715221627e-01 1.325942319669963467e+02 -3.373402144795693225e+00
2.513561550321254390e-01 2.318660570702605339e-01 1.325942330632707353e+02 -3.308448904537502067e+00
2.697684249216856789e-01 2.318820410615569094e-01 1.325942345121261212e+02 -3.308381210474863998e+00
1.505788848374769673e+00 1.629180358981149879e-01 1.325942356695689455e+02 -3.656812753167807628e+00
1.259217392613230402e+00 1.668013478616434397e-01 1.325942370419365375e+02 -3.633470197915520394e+00
2.691998586246459269e+00 2.099905383713913665e-01 1.325942383921533292e+02 -3.405930041662015739e+00
6.774572879351877797e-01 2.221979884069967548e-01 1.325942416779563473e+02 -3.350305763746331600e+00
1.795192627195802748e+00 2.317250425043873019e-01 1.325942427492570346e+02 -3.309046327332310078e+00
1.665919231399397571e-01 1.578877277422314207e-01 1.325942431252843221e+02 -3.687906362494445034e+00
1.778522763991531974e+00 1.571493729996102373e-01 1.325942445766271192e+02 -3.692554953142743734e+00
2.349455836216741478e+00 2.182599818489432408e-01 1.325942450446103180e+02 -3.367897631438332873e+00
9.919050414306511687e-01 2.113115981068021121e-01 1.325942456435361123e+02 -3.399751740045026338e+00
4.136352459993428710e-01 2.303570190644576854e-01 1.325942474055763967e+02 -3.314861738937019631e+00
2.584851263958681589e+00 2.108555625927662214e-01 1.325942478784424452e+02 -3.401880007929754868e+00
1.153573373998129759e+00 2.101484125863696262e-01 1.325942518338201523e+02 -3.405189595795795832e+00
1.407778598587082097e+00 2.188276219178753590e-01 1.325942521131315175e+02 -3.365341739286755285e+00
1.218142798941544092e+00 2.112431855852737184e-01 1.325942620356653663e+02 -3.400070711911966193e+00
1.864500311499710072e+00 1.559084821072512506e-01 1.325942629982570793e+02 -3.700417693502743077e+00
1.060627773515299133e+00 2.101256746296474576e-01 1.325942638500315240e+02 -3.405296203762588014e+00
2.653026543445453633e+00 2.099504455237479472e-01 1.325942646553200746e+02 -3.406118172427881952e+00
4.332644548819362118e-01 2.299126645038219174e-01 1.325942665154457529e+02 -3.316758375773063428e+00
1.516137375637848894e+00 1.627907370834005552e-01 1.325942666602449549e+02 -3.657587503186706002e+00
3.881970637807924396e-02 2.277494945901130108e-01 1.325942669072814226e+02 -3.326045996971151553e+00
1.206042248668256711e+00 1.669418811571532768e-01 1.325942694528040704e+02 -3.632635865247198836e+00
1.356983401052637372e+00 2.163522617289424521e-01 1.325942703416159532e+02 -3.376538016893224636e+00
3.128346953783859519e+00 1.618681884595125631e-01 1.325942756666544255e+02 -3.663220698204462167e+00
1.107420890835973504e+00 2.098272385260547268e-01 1.325942766529807102e+02 -3.406696537805292913e+00
8.961289200894474449e-01 2.138829803082721026e-01 1.325942803249033091e+02 -3.387839282404400798e+00
3.090886977821371229e+00 2.241039334144679929e-01 1.325942809068713757e+02 -3.341906899184897028e+00
9.946235973977470834e-01 2.111317196748852543e-01 1.325942810044849409e+02 -3.400590647313540771e+00
2.902763157312666209e+00 1.663862809099564410e-01 1.325942817521084010e+02 -3.635938598024130108e+00
2.500008220526621194e+00 2.128214969080302055e-01 1.325942860443535949e+02 -3.392738835170685974e+00
7.408906518432749611e-01 2.196267452799438580e-01 1.325942868134968933e+02 -3.361755136011120193e+00
5.860946097578045855e-01 1.550096964388281151e-01 1.325942868281428559e+02 -3.706152552798773314e+00
2.496156246989587935e+00 2.129303897362617715e-01 1.325942883974762765e+02 -3.392235053627438823e+00
1.281354077779108591e+00 1.669268076516539634e-01 1.325942908949542698e+02 -3.632725320934540036e+00
2.468211917809909117e+00 2.138025111951554202e-01 1.325942930151628047e+02 -3.388209829344912549e+00
1.104378146229930246e+00 1.658904320590158243e-01 1.325942932542837980e+02 -3.638895643465230201e+00
2.374247863645045253e+00 2.171694112663885012e-01 1.325942982393319767e+02 -3.372827419280432615e+00
1.350849506498491559e-01 2.303796948600415062e-01 1.325943005554887293e+02 -3.314765053620321922e+00
1.838891955327459637e+00 2.317324805658197429e-01 1.325943099803312180e+02 -3.309014805800687853e+00
2.336419792115567162e+00 1.576037035856930613e-01 1.325943173379066593e+02 -3.689691922604930951e+00
3.059563367252846611e+00 1.636020276759588277e-01 1.325943205869049279e+02 -3.652660451205036907e+00
2.071314156400851925e+00 2.281042086007962211e-01 1.325943217751841416e+02 -3.324516777579137994e+00
1.369224789698529010e+00 1.660079714498501335e-01 1.325943218021438952e+02 -3.638193871895690990e+00
1.258903363109928009e+00 2.121947263144703388e-01 1.325943225314476877e+02 -3.395643701209723808e+00
5.032358248135038181e-02 2.280094171789465995e-01 1.325943238654537026e+02 -3.324925194811417128e+00
1.355547024808316570e+00 2.160900757718714482e-01 1.325943282991576666e+02 -3.377731643440192499e+00
1.431648572427783206e+00 1.648704833070639697e-01 1.325943287963389992e+02 -3.645006620723356683e+00
1.819045977113847856e-01 1.578740946703187098e-01 1.325943380437627184e+02 -3.687991994181952116e+00
2.344476502064432921e+00 1.578413826118443275e-01 1.325943389116337130e+02 -3.688197494960196998e+00
1.286623162005767540e+00 1.671266397820758420e-01 1.325943441118642454e+02 -3.631540059176605162e+00
1.878569808811722197e+00 2.315377909381610144e-01 1.325943482446328971e+02 -3.309840220762151120e+00
2.652897216449292106e+00 2.096324522361416864e-01 1.325943488832383821e+02 -3.407611628822612815e+00
6.782059885965634471e-01 1.561802045143306783e-01 1.325943494770875759e+02 -3.698690534311544376e+00
2.356744338227069413e+00 2.177054619902193122e-01 1.325943510800659908e+02 -3.370401083375165641e+00
1.139297315989912907e+00 1.667292985904463287e-01 1.325943524826897715e+02 -3.633898225255975056e+00
1.216014769210278734e+00 1.673802627445057367e-01 1.325943565231145556e+02 -3.630037826120681821e+00
2.587455378061510824e+00 2.104147272188070794e-01 1.325943590959556957e+02 -3.403941851081106584e+00
2.900241136080877524e+00 2.147897538670295314e-01 1.325943635563311318e+02 -3.383673650321898485e+00
4.079179793486934491e-01 1.551186664501211787e-01 1.325943649571447054e+02 -3.705455452923772874e+00
2.239270997845702826e+00 1.560945738543339512e-01 1.325943660352563143e+02 -3.699234501832824762e+00
1.685479982907217567e+00 1.592957063658936578e-01 1.325943693333849751e+02 -3.679102851961792986e+00
2.944814706555752615e+00 2.168163579232931792e-01 1.325943705812576070e+02 -3.374428829710489630e+00
1.112459145042389963e+00 1.664064751040200685e-01 1.325943735419633072e+02 -3.635818358196213573e+00
1.847421045055070765e+00 1.564414586064536428e-01 1.325943744771751085e+02 -3.697032792941960189e+00
1.053122695819047827e+00 1.651902705860888165e-01 1.325943771650511849e+02 -3.643086495702211991e+00
1.371097916614973489e+00 1.662060607991166228e-01 1.325943774491376814e+02 -3.637012319461398135e+00
5.549798978167577168e-01 1.550952610618130945e-01 1.325943833462990824e+02 -3.705605139237767354e+00
6.250812635461415745e-01 2.238550695116568179e-01 1.325943833860209224e+02 -3.342999357967212148e+00
2.100503128132800157e+00 1.549986302241693759e-01 1.325943845671874328e+02 -3.706223373126738885e+00
2.521181919896657408e+00 1.625131995268778995e-01 1.325943864226613584e+02 -3.659278757336102750e+00
2.819762010670863184e+00 1.675220604053463958e-01 1.325943877465265643e+02 -3.629198955529753690e+00
2.614470932195745334e+00 2.098675679080463929e-01 1.325943888265149155e+02 -3.406507182799504818e+00
5.444234920626048746e-01 1.550657118735417617e-01 1.325943897946242771e+02 -3.705794150265385944e+00
1.818560959769378371e+00 1.569141219211237226e-01 1.325943931974659336e+02 -3.694040730744137413e+00
2.763372093333516855e+00 1.674640950627466762e-01 1.325943950107155445e+02 -3.629541789248918349e+00
2.377831227793043123e+00 2.167669737706825472e-01 1.325943979377683775e+02 -3.374653045227333337e+00
1.266425201786848032e+00 1.675168007471032616e-01 1.325944013625560558e+02 -3.629230058583039487e+00
1.303538561675132712e+00 2.135542398329052516e-01 1.325944016052029042e+02 -3.389353984789218899e+00
1.169310009959080743e+00 2.097393168475635838e-01 1.325944033620156404e+02 -3.407109478713915784e+00
2.611238234147893689e+00 2.098588995032922011e-01 1.325944035573279507e+02 -3.406547879636900866e+00
2.742972934051977507e+00 1.673521780531061764e-01 1.325944038291596030e+02 -3.630204060199448968e+00
4.281641237688483814e-01 1.551239115584570338e-01 1.325944041638312569e+02 -3.705421911619500186e+00
5.234919183114102870e-01 1.550392203840398608e-01 1.325944053281598940e+02 -3.705963633878623931e+00
3.909424328242968039e-01 1.553355325800741815e-01 1.325944055637340000e+02 -3.704069602564662667e+00
8.154857161259840836e-01 2.164162845006580571e-01 1.325944079060550393e+02 -3.376246773864256312e+00
2.208759631987710303e+00 2.233204966327475283e-01 1.325944090157105393e+02 -3.345350270271381099e+00
1.874502073664276569e+00 2.314368047834131636e-01 1.325944107470479025e+02 -3.310268649678318020e+00
1.358305993575500858e+00 2.159243529023268937e-01 1.325944144039619630e+02 -3.378486883632381144e+00
1.124666230595260608e+00 2.092904536150687056e-01 1.325944203903234779e+02 -3.409220432610670315e+00
1.290731535498234939e+00 2.129720146238482104e-01 1.325944209114252885e+02 -3.392042550499734688e+00
1.283459137796956195e+00 1.675053145439117930e-01 1.325944226217145854e+02 -3.629297985845463259e+00
1.387411330825683242e+00 2.172799956765070761e-01 1.325944256169416064e+02 -3.372326373368022878e+00
1.286563247511249841e-01 1.591745853229097896e-01 1.325944264803999033e+02 -3.679857054843782116e+00
1.565708646784624625e+00 2.256794990347774088e-01 1.325944300440153256e+02 -3.335019495724708349e+00
2.738553268115297090e+00 1.674409686600113745e-01 1.325944311261345945e+02 -3.629678603185864105e+00
2.646743004143485400e+00 1.659605769339566883e-01 1.325944323660669966e+02 -3.638476781002330185e+00
2.747878684820855177e+00 1.675511337916982813e-01 1.325944364521328112e+02 -3.629027047654125759e+00
1.407477596057070679e+00 2.182270440747737239e-01 1.325944374024858234e+02 -3.368046149765843822e+00
1.210457822829649865e+00 2.103563051778580273e-01 1.325944406907047721e+02 -3.404215432305010225e+00
7.084868884793891208e-01 2.205227706201199622e-01 1.325944433769211059e+02 -3.357749615522922504e+00
2.210015507957947101e+00 1.559614312352613774e-01 1.325944444101149031e+02 -3.700080891113455728e+00
3.119235040220319277e+00 2.249187287226032117e-01 1.325944444257790451e+02 -3.338338883431283932e+00
1.640511297267526203e+00 2.283524385471632501e-01 1.325944455410373166e+02 -3.323448089091205482e+00
6.247461694000184806e-01 2.237270615618412173e-01 1.325944473849832264e+02 -3.343561774524120622e+00
1.788003808950025864e+00 2.312508465461348695e-01 1.325944493702143063e+02 -3.311058075791047273e+00
2.365198410082656633e+00 1.586696592461019906e-01 1.325944512903359396e+02 -3.683007456278396319e+00
1.137084750260612731e+00 1.671675497437526692e-01 1.325944514328292314e+02 -3.631297588509983854e+00
1.846635532997010998e+00 1.566675068276803529e-01 1.325944522547457609e+02 -3.695600713385096547e+00
1.464068660418137213e+00 2.209776742937312188e-01 1.325944538224214000e+02 -3.355722480692001852e+00
1.246959445993365279e+00 1.678431872251069656e-01 1.325944553842203391e+02 -3.627301850769313774e+00
1.499783467188043229e+00 1.638480450654164478e-01 1.325944599530924393e+02 -3.651171276033331026e+00
1.822041760797583621e+00 1.570485684999327614e-01 1.325944604139836827e+02 -3.693191328079233671e+00
8.342887178483127109e-01 2.155577844071590032e-01 1.325944605763966138e+02 -3.380159553775183845e+00
1.197738481885722184e+00 2.099934615741442800e-01 1.325944614079211590e+02 -3.405916326339059275e+00
1.134418706532572374e+00 1.671839699185122541e-01 1.325944629515631732e+02 -3.631200284211060669e+00
1.721278102539178789e+00 2.303281429577611616e-01 1.325944653696410853e+02 -3.314984875488738325e+00
1.284928286048224511e+00 2.125784970437155086e-01 1.325944658431573373e+02 -3.393864007955788686e+00
5.956367454107813764e-01 1.555959058870660106e-01 1.325944658618873859e+02 -3.702408321377191669e+00
9.440762165484574142e-01 2.117961613862193448e-01 1.325944681294410543e+02 -3.397495516017241535e+00
5.286930930343546331e-01 1.552352034868328678e-01 1.325944702587434278e+02 -3.704710495963456474e+00
